frame,x1,y1,x2,y2,confidence,class_id,class_name
73,1261,595,1790,1047,0.7099225521087646,2,box
74,1259,583,1788,1050,0.700973391532898,2,box
74,2994,1012,3528,1403,0.675241231918335,2,box
75,1257,594,1786,1032,0.7366981506347656,2,box
75,2979,1016,3518,1401,0.7193265557289124,2,box
76,1236,624,1805,1034,0.7514247894287109,2,box
76,2946,1020,3509,1413,0.6141163110733032,2,box
77,1199,623,1818,1043,0.7368931174278259,2,box
78,1232,646,1764,1073,0.743829607963562,2,box
79,1234,647,1758,1093,0.7544428110122681,2,box
80,1229,669,1767,1110,0.765969455242157,2,box
80,2904,1015,3444,1416,0.6077543497085571,2,box
81,1230,690,1751,1120,0.7920477986335754,2,box
82,1217,692,1751,1127,0.8051068782806396,2,box
82,2871,1020,3426,1418,0.6068363785743713,2,box
83,1204,692,1761,1122,0.8239831924438477,2,box
83,2866,1014,3334,1419,0.6375402808189392,2,box
84,1200,680,1755,1109,0.8279739618301392,2,box
85,1198,664,1747,1094,0.8353638648986816,2,box
85,2838,1024,3324,1417,0.6326450109481812,2,box
86,1181,651,1748,1077,0.8238867521286011,2,box
86,2833,1025,3305,1420,0.6308051347732544,2,box
87,1182,645,1754,1071,0.8177278637886047,2,box
88,1193,637,1759,1054,0.8103804588317871,2,box
89,1193,628,1761,1056,0.7958773970603943,2,box
90,1169,623,1775,1064,0.7763988375663757,2,box
91,1165,630,1777,1077,0.7990444302558899,2,box
92,1161,638,1763,1088,0.7931371331214905,2,box
93,1168,659,1764,1114,0.793535590171814,2,box
93,2316,1543,2755,1964,0.667675793170929,2,box
94,1155,674,1775,1128,0.8129276037216187,2,box
94,2322,1549,2745,1957,0.6552007794380188,2,box
95,1169,694,1771,1139,0.8389086127281189,2,box
95,2301,1544,2734,1975,0.7080209851264954,2,box
95,2689,1029,3278,1413,0.6362898349761963,2,box
96,1157,694,1771,1136,0.8158825635910034,2,box
96,2296,1549,2713,1982,0.698580265045166,2,box
96,2674,1020,3254,1412,0.6158588528633118,2,box
97,1145,690,1768,1138,0.8258206844329834,2,box
97,2295,1547,2701,1973,0.6829898357391357,2,box
98,1145,682,1762,1135,0.801922082901001,2,box
98,2662,1021,3219,1410,0.6384366154670715,2,box
98,2263,1546,2702,1979,0.6318784952163696,2,box
99,1125,650,1744,1140,0.7492062449455261,2,box
99,2238,1546,2687,1981,0.684202253818512,2,box
99,2650,1028,3174,1410,0.6186129450798035,2,box
100,1128,636,1741,1123,0.7609834671020508,2,box
100,2248,1549,2674,1971,0.6797335743904114,2,box
100,2645,1030,3164,1414,0.657085120677948,2,box
100,1907,821,2402,1203,0.6053774356842041,2,box
101,1111,619,1751,1107,0.7369399070739746,2,box
101,2638,1029,3165,1412,0.7068614363670349,2,box
102,1054,566,1762,1093,0.7350456714630127,2,box
102,2622,1028,3152,1411,0.7132357954978943,2,box
103,1101,601,1731,1101,0.7580288648605347,2,box
103,2543,1032,3157,1398,0.6439880728721619,2,box
104,1038,550,1750,1098,0.7494473457336426,2,box
104,2510,1028,3143,1400,0.6050000190734863,2,box
105,1026,548,1752,1105,0.731026828289032,2,box
106,1017,559,1734,1098,0.6912294030189514,2,box
107,996,562,1732,1130,0.6512672901153564,2,box
108,1009,565,1737,1181,0.6499949097633362,2,box
109,1022,597,1719,1155,0.7180076241493225,2,box
110,1002,604,1708,1179,0.7227703928947449,2,box
111,1002,633,1684,1184,0.7485063672065735,2,box
112,985,638,1691,1191,0.7687867879867554,2,box
112,2439,1018,2999,1404,0.6536836624145508,2,box
113,990,645,1688,1187,0.7770228385925293,2,box
113,2429,1017,2988,1410,0.6088780164718628,2,box
114,997,636,1676,1182,0.7619165778160095,2,box
114,2417,1016,2936,1408,0.6697390675544739,2,box
115,990,676,1652,1171,0.7544097900390625,2,box
115,2424,1016,2917,1411,0.6812850832939148,2,box
115,1883,953,2422,1249,0.6493319869041443,2,box
116,962,667,1675,1171,0.752729058265686,2,box
116,2397,993,2931,1418,0.7470147609710693,2,box
117,2403,999,2914,1414,0.7395100593566895,2,box
117,974,657,1687,1176,0.7266131043434143,2,box
117,1885,953,2408,1287,0.6748347282409668,2,box
118,1893,955,2418,1297,0.7856594920158386,2,box
118,985,591,1728,1177,0.7185047268867493,2,box
118,2400,994,2919,1417,0.6724339723587036,2,box
119,1014,595,1726,1170,0.7349165678024292,2,box
119,1865,974,2441,1293,0.6026328206062317,2,box
120,1005,614,1720,1180,0.7741202116012573,2,box
121,1003,629,1752,1202,0.7754619717597961,2,box
122,1005,651,1722,1233,0.794089138507843,2,box
123,1022,676,1752,1264,0.8001031875610352,2,box
124,1004,692,1769,1286,0.7971011400222778,2,box
124,1912,933,2514,1284,0.6334231495857239,2,box
125,1003,707,1771,1303,0.8149784207344055,2,box
126,1005,727,1777,1314,0.7965378165245056,2,box
127,995,729,1808,1328,0.7727553844451904,2,box
128,988,713,1794,1324,0.755329430103302,2,box
129,998,700,1785,1308,0.767953097820282,2,box
130,984,682,1792,1303,0.7388023138046265,2,box
131,998,692,1794,1299,0.8011960983276367,2,box
132,1012,688,1775,1296,0.8015075922012329,2,box
133,988,682,1761,1294,0.7978392243385315,2,box
134,982,683,1756,1295,0.7966490387916565,2,box
135,973,682,1769,1312,0.7789047956466675,2,box
136,934,696,1758,1334,0.7067204117774963,2,box
137,931,713,1774,1364,0.6096410155296326,2,box
138,914,766,1734,1429,0.6463879346847534,2,box
139,924,796,1768,1439,0.7337086796760559,2,box
140,942,868,1746,1441,0.7684655785560608,2,box
141,935,882,1740,1442,0.7863477468490601,2,box
142,943,882,1736,1435,0.792099118232727,2,box
143,920,860,1728,1431,0.7343565821647644,2,box
144,918,849,1727,1433,0.7422064542770386,2,box
145,916,839,1727,1417,0.7708598971366882,2,box
146,911,831,1748,1416,0.7520997524261475,2,box
147,882,778,1743,1435,0.7323001623153687,2,box
148,891,786,1738,1434,0.743241012096405,2,box
149,830,819,1816,1475,0.7522088289260864,2,box
150,837,838,1820,1509,0.786102294921875,2,box
151,874,888,1783,1541,0.818239152431488,2,box
152,825,900,1847,1584,0.7850725054740906,2,box
153,861,968,1807,1634,0.7446860671043396,2,box
154,874,992,1816,1685,0.7685779333114624,2,box
155,872,1006,1803,1713,0.7955706119537354,2,box
156,876,1049,1793,1727,0.8205481171607971,2,box
157,834,1024,1797,1730,0.8116694092750549,2,box
158,818,991,1773,1711,0.7781568765640259,2,box
159,809,958,1756,1702,0.7562156915664673,2,box
160,797,862,1737,1704,0.7392310500144958,2,box
161,773,825,1684,1693,0.7428663372993469,2,box
162,720,771,1679,1690,0.6113613843917847,2,box
164,662,955,1592,1769,0.6443991661071777,2,box
165,628,980,1622,1805,0.7173247933387756,2,box
166,616,985,1625,1852,0.7145671844482422,2,box
167,597,988,1627,1869,0.6722962260246277,2,box
168,577,996,1615,1901,0.6248167157173157,2,box
171,588,1097,1611,1952,0.6817675828933716,2,box
172,584,1102,1628,1937,0.6441220641136169,2,box
184,645,1114,1910,1971,0.6873171329498291,2,box
185,658,1142,1921,1997,0.7585781812667847,2,box
186,692,1147,1912,2015,0.7650654911994934,2,box
187,698,1148,1936,2001,0.7714769244194031,2,box
188,716,1128,1943,1990,0.7037185430526733,2,box
189,702,1104,1945,1969,0.6297993063926697,2,box
190,694,1090,1956,1960,0.6350230574607849,2,box
194,654,1121,1958,2056,0.6218616366386414,2,box
198,635,1303,2023,2130,0.6250587105751038,2,box
199,730,1328,1987,2116,0.6818177700042725,2,box
200,740,1323,2000,2121,0.619897723197937,2,box
201,757,1321,2019,2121,0.6403411030769348,2,box
202,774,1303,2037,2122,0.671051561832428,2,box
203,766,1257,2101,2144,0.6402000784873962,2,box
204,745,1244,2097,2125,0.661687970161438,2,box
205,744,1222,2124,2086,0.6006835699081421,2,box
